Date,User_ID,Session_ID,Source,Medium,Country,Device,Page,Page_Order,Engagement_Time,Converted,User_Type
2026-01-04,U468,S1480,Social,Instagram,USA,Desktop,Home,1,223,0,New
2026-01-04,U468,S1480,Social,Instagram,USA,Desktop,Contact,2,35,0,New
2026-01-04,U488,S1539,Referral,PartnerSite,UK,Mobile,Contact,1,244,0,New
2026-01-04,U488,S1539,Referral,PartnerSite,UK,Mobile,Pricing,2,296,0,New
2026-01-04,U488,S1539,Referral,PartnerSite,UK,Mobile,Checkout,3,144,0,New
2026-01-04,U488,S1539,Referral,PartnerSite,UK,Mobile,Home,4,54,0,New
2026-01-04,U494,S1553,Social,Instagram,India,Mobile,Blog,1,118,0,New
2026-01-04,U494,S1553,Social,Instagram,India,Mobile,Home,2,87,0,New
2026-01-04,U503,S1581,Email,Newsletter,Canada,Mobile,Contact,1,255,0,New
2026-01-04,U503,S1581,Email,Newsletter,Canada,Mobile,Blog,2,251,0,New
2026-01-04,U503,S1581,Email,Newsletter,Canada,Mobile,Product,3,201,0,New
2026-01-04,U503,S1581,Email,Newsletter,Canada,Mobile,Checkout,4,114,0,New
2026-01-04,U539,S1694,Email,Newsletter,UK,Mobile,Pricing,1,125,0,New
2026-01-04,U624,S1956,Social,Instagram,Australia,Mobile,Pricing,1,40,0,New
2026-01-04,U624,S1956,Social,Instagram,Australia,Mobile,Product,2,236,0,New
2026-01-04,U624,S1956,Social,Instagram,Australia,Mobile,Blog,3,55,0,New
2026-01-04,U624,S1956,Social,Instagram,Australia,Mobile,Contact,4,77,0,New
2026-01-04,U628,S1965,Direct,Website,USA,Mobile,Product,1,272,1,New
2026-01-04,U628,S1965,Direct,Website,USA,Mobile,Checkout,2,54,1,New
2026-01-04,U628,S1965,Direct,Website,USA,Mobile,Home,3,215,1,New
2026-01-04,U628,S1965,Direct,Website,USA,Mobile,Contact,4,283,1,New
2026-01-04,U639,S2005,Organic,Google,Canada,Desktop,Pricing,1,82,0,New
2026-01-04,U639,S2005,Organic,Google,Canada,Desktop,Home,2,288,0,New
2026-01-04,U651,S2046,Organic,Google,UK,Mobile,Checkout,1,78,0,New
2026-01-04,U651,S2046,Organic,Google,UK,Mobile,Product,2,252,0,New
2026-01-04,U651,S2046,Organic,Google,UK,Mobile,Home,3,260,0,New
2026-01-04,U651,S2046,Organic,Google,UK,Mobile,Pricing,4,206,0,New
2026-01-04,U687,S2167,Direct,Website,India,Mobile,Checkout,1,271,0,New
2026-01-04,U687,S2167,Direct,Website,India,Mobile,Contact,2,287,0,New
2026-01-04,U687,S2167,Direct,Website,India,Mobile,Product,3,157,0,New
2026-01-04,U696,S2192,Organic,Google,UK,Mobile,Blog,1,184,0,New
2026-01-04,U696,S2192,Organic,Google,UK,Mobile,Home,2,24,0,New
2026-01-04,U696,S2192,Organic,Google,UK,Mobile,Checkout,3,100,0,New
2026-01-04,U696,S2192,Organic,Google,UK,Mobile,Pricing,4,193,0,New
2026-01-04,U745,S2356,Email,Newsletter,USA,Mobile,Pricing,1,131,0,New
2026-01-04,U745,S2356,Email,Newsletter,USA,Mobile,Product,2,66,0,New
2026-01-04,U745,S2356,Email,Newsletter,USA,Mobile,Checkout,3,141,0,New
2026-01-04,U745,S2356,Email,Newsletter,USA,Mobile,Contact,4,256,0,New
2026-01-04,U789,S2488,Direct,Website,USA,Desktop,Product,1,162,1,New
2026-01-04,U789,S2488,Direct,Website,USA,Desktop,Pricing,2,156,1,New
2026-01-04,U789,S2488,Direct,Website,USA,Desktop,Checkout,3,211,1,New
2026-01-04,U789,S2488,Direct,Website,USA,Desktop,Contact,4,254,1,New
2026-01-04,U9,S26,Organic,Google,India,Mobile,Product,1,67,0,New
2026-01-04,U9,S26,Organic,Google,India,Mobile,Contact,2,146,0,New
2026-01-04,U9,S26,Organic,Google,India,Mobile,Pricing,3,192,0,New
2026-01-04,U845,S2646,Direct,Website,USA,Desktop,Pricing,1,88,0,New
2026-01-04,U845,S2646,Direct,Website,USA,Desktop,Checkout,2,204,0,New
2026-01-04,U887,S2757,Email,Newsletter,Australia,Mobile,Product,1,235,0,Returning
2026-01-04,U887,S2757,Email,Newsletter,Australia,Mobile,Home,2,166,0,Returning
2026-01-04,U887,S2757,Email,Newsletter,Australia,Mobile,Checkout,3,158,0,Returning
2026-01-04,U902,S2799,Organic,Google,India,Desktop,Pricing,1,35,0,New
2026-01-04,U902,S2799,Organic,Google,India,Desktop,Checkout,2,54,0,New
2026-01-04,U936,S2910,Referral,PartnerSite,USA,Mobile,Pricing,1,150,0,New
2026-01-04,U936,S2910,Referral,PartnerSite,USA,Mobile,Checkout,2,243,0,New
2026-01-04,U936,S2910,Referral,PartnerSite,USA,Mobile,Product,3,97,0,New
2026-01-04,U1001,S3108,Social,Instagram,Australia,Mobile,Checkout,1,196,0,New
2026-01-04,U1001,S3108,Social,Instagram,Australia,Mobile,Pricing,2,241,0,New
2026-01-04,U1001,S3108,Social,Instagram,Australia,Mobile,Product,3,167,0,New
2026-01-04,U1003,S3118,Social,Instagram,Australia,Mobile,Blog,1,169,0,Returning
2026-01-04,U1003,S3118,Social,Instagram,Australia,Mobile,Home,2,126,0,Returning
2026-01-04,U1003,S3118,Social,Instagram,Australia,Mobile,Product,3,171,0,Returning
2026-01-04,U1004,S3121,Direct,Website,UK,Mobile,Blog,1,115,1,New
2026-01-04,U1004,S3121,Direct,Website,UK,Mobile,Product,2,44,1,New
2026-01-04,U1004,S3121,Direct,Website,UK,Mobile,Checkout,3,295,1,New
2026-01-04,U1025,S3181,Referral,PartnerSite,India,Mobile,Contact,1,275,0,Returning
2026-01-04,U1025,S3181,Referral,PartnerSite,India,Mobile,Pricing,2,178,0,Returning
2026-01-04,U1035,S3212,Organic,Google,UK,Mobile,Contact,1,273,0,New
2026-01-04,U1037,S3216,Social,Instagram,India,Desktop,Checkout,1,66,1,New
2026-01-04,U1037,S3216,Social,Instagram,India,Desktop,Pricing,2,125,1,New
2026-01-04,U1045,S3235,Email,Newsletter,Australia,Mobile,Product,1,135,0,New
2026-01-04,U1057,S3270,Direct,Website,India,Mobile,Contact,1,285,0,New
2026-01-04,U1057,S3270,Direct,Website,India,Mobile,Product,2,41,0,New
2026-01-04,U1057,S3270,Direct,Website,India,Mobile,Pricing,3,165,0,New
2026-01-04,U1057,S3270,Direct,Website,India,Mobile,Blog,4,60,0,New
2026-01-04,U1062,S3284,Social,Instagram,Canada,Desktop,Contact,1,77,0,New
2026-01-04,U1062,S3284,Social,Instagram,Canada,Desktop,Blog,2,32,0,New
2026-01-04,U1062,S3284,Social,Instagram,Canada,Desktop,Product,3,92,0,New
2026-01-04,U1062,S3284,Social,Instagram,Canada,Desktop,Pricing,4,284,0,New
2026-01-04,U1071,S3315,Organic,Google,USA,Mobile,Contact,1,57,0,Returning
2026-01-04,U1071,S3315,Organic,Google,USA,Mobile,Home,2,296,0,Returning
2026-01-04,U1071,S3315,Organic,Google,USA,Mobile,Pricing,3,125,0,Returning
2026-01-04,U1073,S3322,Organic,Google,India,Mobile,Checkout,1,59,0,New
2026-01-04,U1073,S3322,Organic,Google,India,Mobile,Pricing,2,183,0,New
2026-01-04,U1108,S3418,Referral,PartnerSite,UK,Mobile,Checkout,1,199,0,New
2026-01-04,U1108,S3418,Referral,PartnerSite,UK,Mobile,Blog,2,152,0,New
2026-01-04,U1108,S3418,Referral,PartnerSite,UK,Mobile,Home,3,263,0,New
2026-01-04,U1108,S3418,Referral,PartnerSite,UK,Mobile,Product,4,103,0,New
2026-01-04,U1111,S3425,Social,Instagram,Canada,Desktop,Pricing,1,204,0,New
2026-01-04,U1111,S3425,Social,Instagram,Canada,Desktop,Home,2,214,0,New
2026-01-04,U102,S343,Email,Newsletter,UK,Mobile,Home,1,221,0,New
2026-01-04,U1113,S3434,Direct,Website,UK,Tablet,Checkout,1,199,0,New
2026-01-04,U1119,S3453,Social,Instagram,Canada,Mobile,Blog,1,76,1,New
2026-01-04,U1119,S3453,Social,Instagram,Canada,Mobile,Contact,2,102,1,New
2026-01-04,U1119,S3453,Social,Instagram,Canada,Mobile,Home,3,25,1,New
2026-01-04,U1119,S3453,Social,Instagram,Canada,Mobile,Checkout,4,175,1,New
2026-01-04,U1127,S3470,Organic,Google,UK,Mobile,Blog,1,196,0,New
2026-01-04,U1127,S3470,Organic,Google,UK,Mobile,Checkout,2,197,0,New
2026-01-04,U1175,S3607,Direct,Website,Canada,Tablet,Checkout,1,48,1,New
2026-01-04,U1175,S3607,Direct,Website,Canada,Tablet,Pricing,2,151,1,New
2026-01-04,U1181,S3624,Social,Instagram,UK,Mobile,Contact,1,270,0,New
2026-01-04,U1181,S3624,Social,Instagram,UK,Mobile,Checkout,2,238,0,New
2026-01-04,U1238,S3812,Referral,PartnerSite,Canada,Mobile,Contact,1,193,1,New
2026-01-04,U1238,S3812,Referral,PartnerSite,Canada,Mobile,Checkout,2,30,1,New
2026-01-04,U1238,S3812,Referral,PartnerSite,Canada,Mobile,Product,3,166,1,New
2026-01-04,U1244,S3838,Social,Instagram,Canada,Tablet,Product,1,118,0,New
2026-01-04,U1244,S3838,Social,Instagram,Canada,Tablet,Checkout,2,129,0,New
2026-01-04,U1244,S3838,Social,Instagram,Canada,Tablet,Home,3,105,0,New
2026-01-04,U1244,S3838,Social,Instagram,Canada,Tablet,Contact,4,143,0,New
2026-01-04,U1248,S3851,Social,Instagram,Australia,Mobile,Contact,1,201,0,New
2026-01-04,U1248,S3851,Social,Instagram,Australia,Mobile,Pricing,2,98,0,New
2026-01-04,U1259,S3892,Email,Newsletter,Canada,Mobile,Contact,1,190,0,New
2026-01-04,U1259,S3892,Email,Newsletter,Canada,Mobile,Pricing,2,147,0,New
2026-01-04,U1294,S4002,Email,Newsletter,UK,Mobile,Contact,1,212,0,New
2026-01-04,U1294,S4002,Email,Newsletter,UK,Mobile,Checkout,2,280,0,New
2026-01-04,U1307,S4043,Direct,Website,Canada,Desktop,Contact,1,204,0,New
2026-01-04,U1323,S4104,Organic,Google,USA,Mobile,Home,1,92,0,New
2026-01-04,U1323,S4104,Organic,Google,USA,Mobile,Product,2,217,0,New
2026-01-04,U1344,S4170,Organic,Google,Australia,Mobile,Contact,1,56,0,New
2026-01-04,U1344,S4170,Organic,Google,Australia,Mobile,Home,2,205,0,New
2026-01-04,U1344,S4170,Organic,Google,Australia,Mobile,Blog,3,118,0,New
2026-01-04,U1344,S4170,Organic,Google,Australia,Mobile,Pricing,4,158,0,New
2026-01-04,U1405,S4349,Organic,Google,USA,Mobile,Home,1,175,0,New
2026-01-04,U1421,S4399,Organic,Google,Canada,Desktop,Contact,1,86,0,New
2026-01-04,U1421,S4399,Organic,Google,Canada,Desktop,Blog,2,20,0,New
2026-01-04,U1425,S4413,Organic,Google,India,Mobile,Home,1,23,0,New
2026-01-04,U14,S46,Organic,Google,Canada,Mobile,Contact,1,290,1,New
2026-01-04,U14,S46,Organic,Google,Canada,Mobile,Checkout,2,21,1,New
2026-01-04,U14,S46,Organic,Google,Canada,Mobile,Pricing,3,94,1,New
2026-01-04,U1500,S4636,Referral,PartnerSite,Australia,Desktop,Pricing,1,115,0,New
2026-01-04,U1517,S4685,Referral,PartnerSite,Australia,Desktop,Pricing,1,92,0,New
2026-01-04,U1517,S4685,Referral,PartnerSite,Australia,Desktop,Home,2,247,0,New
2026-01-04,U1517,S4685,Referral,PartnerSite,Australia,Desktop,Product,3,38,0,New
2026-01-04,U1517,S4685,Referral,PartnerSite,Australia,Desktop,Checkout,4,140,0,New
2026-01-04,U1527,S4712,Email,Newsletter,Canada,Mobile,Checkout,1,266,1,New
2026-01-04,U1527,S4712,Email,Newsletter,Canada,Mobile,Home,2,280,1,New
2026-01-04,U1527,S4712,Email,Newsletter,Canada,Mobile,Pricing,3,149,1,New
2026-01-04,U1551,S4786,Referral,PartnerSite,USA,Mobile,Contact,1,146,0,New
2026-01-04,U1555,S4798,Referral,PartnerSite,Australia,Mobile,Product,1,150,0,New
2026-01-04,U1555,S4798,Referral,PartnerSite,Australia,Mobile,Contact,2,241,0,New
2026-01-04,U154,S483,Referral,PartnerSite,Canada,Mobile,Contact,1,93,0,New
2026-01-04,U154,S483,Referral,PartnerSite,Canada,Mobile,Checkout,2,88,0,New
2026-01-04,U1573,S4839,Direct,Website,USA,Desktop,Pricing,1,112,0,New
2026-01-04,U1573,S4839,Direct,Website,USA,Desktop,Checkout,2,298,0,New
2026-01-04,U1573,S4839,Direct,Website,USA,Desktop,Home,3,218,0,New
2026-01-04,U1608,S4950,Referral,PartnerSite,Canada,Mobile,Product,1,282,0,New
2026-01-04,U1608,S4950,Referral,PartnerSite,Canada,Mobile,Blog,2,114,0,New
2026-01-04,U1608,S4951,Organic,Google,Canada,Tablet,Contact,1,208,0,Returning
2026-01-04,U1608,S4951,Organic,Google,Canada,Tablet,Checkout,2,260,0,Returning
2026-01-04,U1608,S4951,Organic,Google,Canada,Tablet,Product,3,84,0,Returning
2026-01-04,U1608,S4951,Organic,Google,Canada,Tablet,Blog,4,283,0,Returning
2026-01-04,U1611,S4955,Social,Instagram,UK,Mobile,Pricing,1,219,0,New
2026-01-04,U1611,S4955,Social,Instagram,UK,Mobile,Home,2,212,0,New
2026-01-04,U1616,S4971,Referral,PartnerSite,USA,Mobile,Contact,1,181,0,New
2026-01-04,U1616,S4971,Referral,PartnerSite,USA,Mobile,Home,2,275,0,New
2026-01-04,U1616,S4971,Referral,PartnerSite,USA,Mobile,Product,3,123,0,New
2026-01-04,U1617,S4975,Social,Instagram,UK,Mobile,Home,1,136,0,New
2026-01-04,U1630,S5014,Direct,Website,Canada,Mobile,Checkout,1,228,0,New
2026-01-04,U1658,S5097,Direct,Website,Canada,Mobile,Product,1,88,0,New
2026-01-04,U1658,S5097,Direct,Website,Canada,Mobile,Contact,2,278,0,New
2026-01-04,U1660,S5101,Direct,Website,Canada,Mobile,Checkout,1,204,0,New
2026-01-04,U1682,S5170,Direct,Website,India,Mobile,Checkout,1,129,0,Returning
2026-01-04,U1682,S5170,Direct,Website,India,Mobile,Pricing,2,106,0,Returning
2026-01-04,U1682,S5170,Direct,Website,India,Mobile,Contact,3,260,0,Returning
2026-01-04,U1682,S5170,Direct,Website,India,Mobile,Product,4,113,0,Returning
2026-01-04,U1690,S5196,Direct,Website,Australia,Mobile,Product,1,196,0,New
2026-01-04,U1723,S5291,Direct,Website,India,Mobile,Home,1,193,1,New
2026-01-04,U1723,S5291,Direct,Website,India,Mobile,Checkout,2,88,1,New
2026-01-04,U1724,S5296,Organic,Google,Canada,Mobile,Home,1,33,1,New
2026-01-04,U1724,S5296,Organic,Google,Canada,Mobile,Contact,2,106,1,New
2026-01-04,U1724,S5296,Organic,Google,Canada,Mobile,Checkout,3,92,1,New
2026-01-04,U1724,S5296,Organic,Google,Canada,Mobile,Blog,4,100,1,New
2026-01-04,U1744,S5355,Email,Newsletter,USA,Tablet,Blog,1,154,0,New
2026-01-04,U1744,S5355,Email,Newsletter,USA,Tablet,Contact,2,81,0,New
2026-01-04,U1750,S5375,Referral,PartnerSite,UK,Desktop,Pricing,1,27,0,New
2026-01-04,U1750,S5375,Referral,PartnerSite,UK,Desktop,Product,2,69,0,New
2026-01-04,U1750,S5375,Referral,PartnerSite,UK,Desktop,Home,3,234,0,New
2026-01-04,U1763,S5415,Email,Newsletter,UK,Mobile,Pricing,1,47,0,New
2026-01-04,U1827,S5596,Organic,Google,Canada,Mobile,Checkout,1,207,1,New
2026-01-04,U1827,S5596,Organic,Google,Canada,Mobile,Home,2,62,1,New
2026-01-04,U1829,S5604,Direct,Website,USA,Mobile,Home,1,165,0,Returning
2026-01-04,U1829,S5604,Direct,Website,USA,Mobile,Pricing,2,284,0,Returning
2026-01-04,U1829,S5604,Direct,Website,USA,Mobile,Blog,3,213,0,Returning
2026-01-04,U181,S570,Referral,PartnerSite,USA,Mobile,Blog,1,22,0,New
2026-01-04,U1867,S5708,Referral,PartnerSite,Canada,Mobile,Pricing,1,43,0,New
2026-01-04,U1867,S5708,Referral,PartnerSite,Canada,Mobile,Home,2,284,0,New
2026-01-04,U181,S571,Organic,Google,UK,Desktop,Pricing,1,249,0,Returning
2026-01-04,U181,S571,Organic,Google,UK,Desktop,Contact,2,39,0,Returning
2026-01-04,U1881,S5751,Direct,Website,Canada,Mobile,Pricing,1,268,1,New
2026-01-04,U1881,S5751,Direct,Website,Canada,Mobile,Blog,2,289,1,New
2026-01-04,U1881,S5751,Direct,Website,Canada,Mobile,Home,3,238,1,New
2026-01-04,U1881,S5751,Direct,Website,Canada,Mobile,Checkout,4,218,1,New
2026-01-04,U1894,S5782,Social,Instagram,India,Desktop,Blog,1,223,0,New
2026-01-04,U1894,S5782,Social,Instagram,India,Desktop,Contact,2,155,0,New
2026-01-04,U1894,S5782,Social,Instagram,India,Desktop,Product,3,62,0,New
2026-01-04,U1904,S5807,Direct,Website,India,Desktop,Checkout,1,136,1,New
2026-01-04,U1904,S5807,Direct,Website,India,Desktop,Home,2,211,1,New
2026-01-04,U1914,S5837,Organic,Google,India,Mobile,Checkout,1,265,0,New
2026-01-04,U1914,S5837,Organic,Google,India,Mobile,Product,2,212,0,New
2026-01-04,U1914,S5837,Organic,Google,India,Mobile,Home,3,41,0,New
2026-01-04,U1941,S5928,Organic,Google,USA,Mobile,Pricing,1,298,0,New
2026-01-04,U1942,S5930,Social,Instagram,Canada,Desktop,Product,1,153,0,New
2026-01-04,U1942,S5930,Social,Instagram,Canada,Desktop,Home,2,32,0,New
2026-01-04,U1958,S5987,Social,Instagram,Australia,Mobile,Product,1,117,0,New
2026-01-04,U1958,S5987,Social,Instagram,Australia,Mobile,Checkout,2,157,0,New
2026-01-04,U1964,S6001,Email,Newsletter,India,Mobile,Pricing,1,89,0,New
2026-01-04,U1964,S6001,Email,Newsletter,India,Mobile,Checkout,2,91,0,New
2026-01-04,U1976,S6039,Direct,Website,USA,Mobile,Home,1,101,0,New
2026-01-04,U1976,S6039,Direct,Website,USA,Mobile,Product,2,97,0,New
2026-01-04,U1976,S6039,Direct,Website,USA,Mobile,Contact,3,285,0,New
2026-01-04,U1976,S6039,Direct,Website,USA,Mobile,Pricing,4,274,0,New
2026-01-04,U195,S612,Social,Instagram,USA,Desktop,Home,1,278,0,New
2026-01-04,U195,S612,Social,Instagram,USA,Desktop,Contact,2,166,0,New
2026-01-04,U195,S612,Social,Instagram,USA,Desktop,Blog,3,160,0,New
2026-01-04,U243,S749,Social,Instagram,Canada,Mobile,Home,1,271,0,New
2026-01-04,U245,S756,Direct,Website,Australia,Mobile,Checkout,1,294,1,New
2026-01-04,U245,S756,Direct,Website,Australia,Mobile,Blog,2,70,1,New
2026-01-04,U245,S756,Direct,Website,Australia,Mobile,Pricing,3,55,1,New
2026-01-04,U306,S943,Organic,Google,USA,Mobile,Checkout,1,294,1,New
2026-01-04,U306,S943,Organic,Google,USA,Mobile,Blog,2,160,1,New
2026-01-04,U306,S943,Organic,Google,USA,Mobile,Home,3,214,1,New
2026-01-04,U306,S943,Organic,Google,USA,Mobile,Pricing,4,215,1,New
2026-01-05,U33,S101,Direct,Website,Canada,Mobile,Product,1,104,0,Returning
2026-01-05,U33,S101,Direct,Website,Canada,Mobile,Blog,2,224,0,Returning
2026-01-05,U329,S1028,Referral,PartnerSite,Canada,Tablet,Contact,1,30,1,New
2026-01-05,U329,S1028,Referral,PartnerSite,Canada,Tablet,Home,2,50,1,New
2026-01-05,U329,S1028,Referral,PartnerSite,Canada,Tablet,Product,3,59,1,New
2026-01-05,U329,S1028,Referral,PartnerSite,Canada,Tablet,Checkout,4,56,1,New
2026-01-05,U330,S1032,Referral,PartnerSite,UK,Tablet,Pricing,1,284,0,New
2026-01-05,U330,S1032,Referral,PartnerSite,UK,Tablet,Home,2,280,0,New
2026-01-05,U330,S1032,Referral,PartnerSite,UK,Tablet,Contact,3,296,0,New
2026-01-05,U344,S1088,Email,Newsletter,Canada,Mobile,Pricing,1,38,0,New
2026-01-05,U344,S1088,Email,Newsletter,Canada,Mobile,Product,2,145,0,New
2026-01-05,U376,S1186,Organic,Google,Canada,Mobile,Pricing,1,82,0,New
2026-01-05,U376,S1186,Organic,Google,Canada,Mobile,Contact,2,238,0,New
2026-01-05,U376,S1186,Organic,Google,Canada,Mobile,Checkout,3,48,0,New
2026-01-05,U376,S1186,Organic,Google,Canada,Mobile,Product,4,74,0,New
2026-01-05,U387,S1225,Organic,Google,Australia,Desktop,Home,1,236,0,Returning
2026-01-05,U387,S1225,Organic,Google,Australia,Desktop,Product,2,152,0,Returning
2026-01-05,U387,S1225,Organic,Google,Australia,Desktop,Contact,3,231,0,Returning
2026-01-05,U387,S1225,Organic,Google,Australia,Desktop,Pricing,4,159,0,Returning
2026-01-05,U404,S1271,Organic,Google,India,Desktop,Pricing,1,54,1,New
2026-01-05,U404,S1271,Organic,Google,India,Desktop,Home,2,212,1,New
2026-01-05,U404,S1271,Organic,Google,India,Desktop,Contact,3,193,1,New
2026-01-05,U404,S1271,Organic,Google,India,Desktop,Checkout,4,296,1,New
2026-01-05,U428,S1346,Organic,Google,Canada,Desktop,Blog,1,26,0,New
2026-01-05,U441,S1388,Direct,Website,UK,Mobile,Blog,1,230,0,New
2026-01-05,U468,S1481,Organic,Google,USA,Mobile,Contact,1,102,0,Returning
2026-01-05,U468,S1481,Organic,Google,USA,Mobile,Blog,2,24,0,Returning
2026-01-05,U468,S1481,Organic,Google,USA,Mobile,Pricing,3,157,0,Returning
2026-01-05,U472,S1492,Organic,Google,Canada,Desktop,Contact,1,250,0,New
2026-01-05,U480,S1514,Social,Instagram,Canada,Mobile,Home,1,276,0,New
2026-01-05,U480,S1514,Social,Instagram,Canada,Mobile,Contact,2,273,0,New
2026-01-05,U507,S1597,Social,Instagram,Canada,Mobile,Contact,1,204,0,New
2026-01-05,U535,S1681,Social,Instagram,Canada,Tablet,Blog,1,196,1,New
2026-01-05,U535,S1681,Social,Instagram,Canada,Tablet,Home,2,269,1,New
2026-01-05,U535,S1681,Social,Instagram,Canada,Tablet,Checkout,3,241,1,New
2026-01-05,U549,S1727,Email,Newsletter,UK,Mobile,Contact,1,49,0,New
2026-01-05,U549,S1727,Email,Newsletter,UK,Mobile,Checkout,2,46,0,New
2026-01-05,U549,S1727,Email,Newsletter,UK,Mobile,Pricing,3,113,0,New
2026-01-05,U55,S174,Referral,PartnerSite,UK,Desktop,Pricing,1,253,1,New
2026-01-05,U55,S174,Referral,PartnerSite,UK,Desktop,Checkout,2,25,1,New
2026-01-05,U55,S174,Referral,PartnerSite,UK,Desktop,Contact,3,132,1,New
2026-01-05,U558,S1755,Direct,Website,UK,Desktop,Pricing,1,210,0,New
2026-01-05,U577,S1803,Referral,PartnerSite,UK,Mobile,Product,1,46,0,New
2026-01-05,U593,S1848,Email,Newsletter,India,Desktop,Checkout,1,200,0,New
2026-01-05,U593,S1848,Email,Newsletter,India,Desktop,Pricing,2,136,0,New
2026-01-05,U593,S1848,Email,Newsletter,India,Desktop,Contact,3,20,0,New
2026-01-05,U593,S1848,Email,Newsletter,India,Desktop,Home,4,239,0,New
2026-01-05,U597,S1862,Direct,Website,Australia,Mobile,Home,1,42,0,New
2026-01-05,U597,S1862,Direct,Website,Australia,Mobile,Contact,2,155,0,New
2026-01-05,U597,S1862,Direct,Website,Australia,Mobile,Product,3,199,0,New
2026-01-05,U597,S1862,Direct,Website,Australia,Mobile,Pricing,4,108,0,New
2026-01-05,U605,S1890,Direct,Website,Canada,Mobile,Checkout,1,224,1,Returning
2026-01-05,U605,S1890,Direct,Website,Canada,Mobile,Contact,2,87,1,Returning
2026-01-05,U605,S1890,Direct,Website,Canada,Mobile,Blog,3,196,1,Returning
2026-01-05,U63,S201,Referral,PartnerSite,India,Mobile,Checkout,1,158,1,New
2026-01-05,U63,S201,Referral,PartnerSite,India,Mobile,Blog,2,263,1,New
2026-01-05,U644,S2022,Referral,PartnerSite,USA,Mobile,Product,1,193,0,New
2026-01-05,U644,S2022,Referral,PartnerSite,USA,Mobile,Home,2,115,0,New
2026-01-05,U644,S2022,Referral,PartnerSite,USA,Mobile,Pricing,3,226,0,New
2026-01-05,U644,S2022,Referral,PartnerSite,USA,Mobile,Blog,4,76,0,New
2026-01-05,U657,S2066,Referral,PartnerSite,Australia,Mobile,Home,1,142,0,New
2026-01-05,U657,S2066,Referral,PartnerSite,Australia,Mobile,Checkout,2,154,0,New
2026-01-05,U657,S2066,Referral,PartnerSite,Australia,Mobile,Pricing,3,215,0,New
2026-01-05,U657,S2066,Referral,PartnerSite,Australia,Mobile,Product,4,261,0,New
2026-01-05,U666,S2094,Organic,Google,India,Desktop,Product,1,159,0,New
2026-01-05,U666,S2094,Organic,Google,India,Desktop,Home,2,136,0,New
2026-01-05,U666,S2094,Organic,Google,India,Desktop,Contact,3,198,0,New
2026-01-05,U666,S2094,Organic,Google,India,Desktop,Pricing,4,174,0,New
2026-01-05,U669,S2100,Organic,Google,USA,Mobile,Blog,1,28,0,New
2026-01-05,U680,S2138,Direct,Website,Canada,Desktop,Pricing,1,49,0,New
2026-01-05,U680,S2138,Direct,Website,Canada,Desktop,Product,2,67,0,New
2026-01-05,U67,S214,Direct,Website,India,Mobile,Product,1,220,0,New
2026-01-05,U70,S227,Email,Newsletter,USA,Mobile,Checkout,1,22,1,New
2026-01-05,U70,S227,Email,Newsletter,USA,Mobile,Pricing,2,146,1,New
2026-01-05,U73,S235,Referral,PartnerSite,UK,Mobile,Blog,1,264,0,New
2026-01-05,U73,S235,Referral,PartnerSite,UK,Mobile,Product,2,194,0,New
2026-01-05,U763,S2412,Direct,Website,UK,Desktop,Pricing,1,298,0,New
2026-01-05,U776,S2457,Social,Instagram,UK,Mobile,Contact,1,80,0,New
2026-01-05,U813,S2560,Referral,PartnerSite,India,Mobile,Pricing,1,53,0,New
2026-01-05,U813,S2560,Referral,PartnerSite,India,Mobile,Home,2,97,0,New
2026-01-05,U813,S2560,Referral,PartnerSite,India,Mobile,Product,3,44,0,New
2026-01-05,U819,S2578,Direct,Website,Canada,Mobile,Checkout,1,279,1,New
2026-01-05,U819,S2578,Direct,Website,Canada,Mobile,Pricing,2,280,1,New
2026-01-05,U819,S2578,Direct,Website,Canada,Mobile,Home,3,189,1,New
2026-01-05,U819,S2578,Direct,Website,Canada,Mobile,Product,4,279,1,New
2026-01-05,U819,S2579,Referral,PartnerSite,India,Mobile,Home,1,175,0,Returning
2026-01-05,U831,S2607,Social,Instagram,Canada,Mobile,Pricing,1,234,0,New
2026-01-05,U831,S2607,Social,Instagram,Canada,Mobile,Contact,2,178,0,New
2026-01-05,U834,S2617,Social,Instagram,India,Desktop,Pricing,1,276,0,New
2026-01-05,U81,S263,Email,Newsletter,India,Mobile,Product,1,300,0,New
2026-01-05,U81,S263,Email,Newsletter,India,Mobile,Pricing,2,117,0,New
2026-01-05,U902,S2800,Organic,Google,India,Desktop,Checkout,1,104,0,Returning
2026-01-05,U902,S2800,Organic,Google,India,Desktop,Blog,2,205,0,Returning
2026-01-05,U902,S2800,Organic,Google,India,Desktop,Pricing,3,57,0,Returning
2026-01-05,U902,S2800,Organic,Google,India,Desktop,Contact,4,178,0,Returning
2026-01-05,U905,S2809,Organic,Google,Australia,Mobile,Product,1,56,0,New
2026-01-05,U909,S2821,Social,Instagram,Canada,Mobile,Contact,1,38,0,New
2026-01-05,U909,S2821,Social,Instagram,Canada,Mobile,Pricing,2,282,0,New
2026-01-05,U914,S2837,Direct,Website,Australia,Mobile,Product,1,97,0,New
2026-01-05,U914,S2837,Direct,Website,Australia,Mobile,Contact,2,127,0,New
2026-01-05,U914,S2837,Direct,Website,Australia,Mobile,Blog,3,161,0,New
2026-01-05,U995,S3088,Email,Newsletter,Canada,Desktop,Product,1,210,0,New
